name,rank,model,chain_i,chain_j,iLIS,iLIA,iLISA,ipSAE,actifpTM,LIS,cLIS,LIA,cLIA,ipTM,pLDDT_i,pLDDT_j,pLDDT,pTM,LIR_i,LIR_j,cLIR_i,cLIR_j,LIpLDDT_i,LIpLDDT_j,LIpLDDT,cLIpLDDT_i,cLIpLDDT_j,cLIpLDDT,len_i,len_j,LIR_indices_i,LIR_indices_j,cLIR_indices_i,cLIR_indices_j,structure_file
HSF1_HUMAN___TAGL2_HUMAN,2,1,A,B,0.0000,0.0,0.0,0.0000,0.0955,0.0000,0.0000,0.0,0.0,0.1300,39.8,72.9,48.8,0.280,0,0,0,0,,,,,,,529,199,,,,,HSF1_HUMAN___TAGL2_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___TAGL2_HUMAN,3,5,A,B,0.0000,0.0,0.0,0.0000,0.0871,0.0000,0.0000,0.0,0.0,0.1200,40.1,72.4,48.9,0.280,0,0,0,0,,,,,,,529,199,,,,,HSF1_HUMAN___TAGL2_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___TAGL2_HUMAN,4,4,A,B,0.0000,0.0,0.0,0.0000,0.0849,0.0000,0.0000,0.0,0.0,0.1200,38.6,71.7,47.6,0.270,0,0,0,0,,,,,,,529,199,,,,,HSF1_HUMAN___TAGL2_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___TAGL2_HUMAN,5,2,A,B,0.0000,0.0,0.0,0.0000,0.0000,0.0000,0.0000,0.0,0.0,0.1200,40.6,76.3,50.4,0.280,0,0,0,0,,,,,,,529,199,,,,,HSF1_HUMAN___TAGL2_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___TRA2B_HUMAN,1,4,A,B,0.1801,479.1,86.3,0.1518,0.6083,0.1706,0.1901,15300.0,15.0,0.3300,40.6,42.6,41.3,0.300,111,106,8,8,82.2,80.8,81.5,60.5,75.9,68.2,529,288,[12-122],[104-209],"[49,67,82,84,87-88,95,122]","[111-112,154-155,180-181,188,190]",HSF1_HUMAN___TRA2B_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___TRA2B_HUMAN,2,3,A,B,0.0421,126.4,5.3,0.0114,0.4717,0.0375,0.0473,841.0,19.0,0.2700,39.6,41.1,40.1,0.280,70,84,5,8,82.7,80.8,81.7,41.6,86.9,69.5,529,288,"[16,18-27,32-35,37,42,44-46,49-50,52-57,61,65-93,95,97-99,101-105,113-114,116]","[104,106,108-109,111-112,114,119-139,141,144,146-152,155,158-167,169-179,181-184,186-199,201-207]",[87-91],"[123-124,181,187-191]",HSF1_HUMAN___TRA2B_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___TRA2B_HUMAN,3,2,A,B,0.0000,0.0,0.0,0.0000,0.2199,0.0000,0.0000,0.0,0.0,0.2000,42.0,40.6,41.5,0.260,0,0,0,0,,,,,,,529,288,,,,,HSF1_HUMAN___TRA2B_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___TRA2B_HUMAN,4,1,A,B,0.0000,0.0,0.0,0.0000,0.2434,0.0000,0.0000,0.0,0.0,0.2000,40.1,38.9,39.7,0.250,0,0,0,0,,,,,,,529,288,,,,,HSF1_HUMAN___TRA2B_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___TRA2B_HUMAN,5,5,A,B,0.0000,0.0,0.0,0.0000,0.1246,0.0000,0.0000,0.0,0.0,0.1400,39.8,40.3,40.0,0.240,0,0,0,0,,,,,,,529,288,,,,,HSF1_HUMAN___TRA2B_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___ACINU_HUMAN,1,4,A,B,0.3113,885.6,275.7,0.2364,0.9313,0.2090,0.4636,15686.0,50.0,0.3100,37.9,29.4,31.8,0.260,105,115,12,13,82.6,84.6,83.6,81.2,75.6,78.3,529,1341,"[11-86,92-120]","[979,981,990-1102]","[12,17,20-21,24-25,28,30,59-62]","[990-992,1020-1024,1048-1050,1077,1079]",HSF1_HUMAN___ACINU_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___ACINU_HUMAN,2,1,A,B,0.2346,638.9,149.9,0.1117,0.8314,0.1503,0.3662,9276.0,44.0,0.3000,36.4,29.7,31.6,0.260,95,99,9,12,84.6,86.0,85.3,81.8,81.6,81.7,529,1341,"[13-82,95-119]","[992-998,1007-1008,1010-1099]","[17,20-21,24,58-62]","[1020-1025,1047-1050,1077,1079]",HSF1_HUMAN___ACINU_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___ACINU_HUMAN,3,2,A,B,0.0000,0.0,0.0,0.0000,0.1717,0.0347,0.0000,108.0,0.0,0.2600,38.7,31.5,33.5,0.250,10,54,0,0,89.7,92.5,92.1,,,,529,1341,"[67-68,70-75,77,103]","[1013-1016,1019-1024,1027-1034,1039,1043-1045,1048-1050,1052-1070,1072-1073,1076,1080-1084,1091-1092]",,,HSF1_HUMAN___ACINU_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___ACINU_HUMAN,4,5,A,B,0.0000,0.0,0.0,0.0000,0.1953,0.0000,0.0000,0.0,0.0,0.2200,37.5,31.8,33.4,0.240,0,0,0,0,,,,,,,529,1341,,,,,HSF1_HUMAN___ACINU_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___ACINU_HUMAN,5,3,A,B,0.0000,0.0,0.0,0.0000,0.3828,0.0158,0.0000,1.0,0.0,0.2100,36.3,30.9,32.4,0.230,1,1,0,0,54.6,59.6,57.1,,,,529,1341,[168],[144],,,HSF1_HUMAN___ACINU_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___H12_HUMAN,1,1,A,B,0.0000,0.0,0.0,0.0000,0.1016,0.0000,0.0000,0.0,0.0,0.1400,41.4,38.2,40.5,0.240,0,0,0,0,,,,,,,529,213,,,,,HSF1_HUMAN___H12_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___H12_HUMAN,2,2,A,B,0.0000,0.0,0.0,0.0000,0.0928,0.0000,0.0000,0.0,0.0,0.1300,42.8,42.2,42.6,0.240,0,0,0,0,,,,,,,529,213,,,,,HSF1_HUMAN___H12_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___H12_HUMAN,3,3,A,B,0.0000,0.0,0.0,0.0000,0.1376,0.0000,0.0000,0.0,0.0,0.1200,41.1,38.3,40.3,0.230,0,0,0,0,,,,,,,529,213,,,,,HSF1_HUMAN___H12_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___H12_HUMAN,4,5,A,B,0.0000,0.0,0.0,0.0000,0.0826,0.0000,0.0000,0.0,0.0,0.1200,41.8,40.2,41.3,0.230,0,0,0,0,,,,,,,529,213,,,,,HSF1_HUMAN___H12_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___H12_HUMAN,5,4,A,B,0.0000,0.0,0.0,0.0000,0.0886,0.0000,0.0000,0.0,0.0,0.1200,41.3,40.3,41.0,0.230,0,0,0,0,,,,,,,529,213,,,,,HSF1_HUMAN___H12_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___MCM2_HUMAN,1,3,A,B,0.0000,0.0,0.0,0.0000,0.2176,0.0000,0.0000,0.0,0.0,0.2000,30.5,69.9,55.4,0.480,0,0,0,0,,,,,,,529,904,,,,,HSF1_HUMAN___MCM2_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___MCM2_HUMAN,2,1,A,B,0.0000,0.0,0.0,0.0000,0.3226,0.0000,0.0000,0.0,0.0,0.1900,32.2,67.7,54.6,0.440,0,0,0,0,,,,,,,529,904,,,,,HSF1_HUMAN___MCM2_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___MCM2_HUMAN,3,2,A,B,0.0000,0.0,0.0,0.0000,0.3775,0.0000,0.0000,0.0,0.0,0.1900,31.8,66.3,53.6,0.420,0,0,0,0,,,,,,,529,904,,,,,HSF1_HUMAN___MCM2_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___MCM2_HUMAN,4,4,A,B,0.0000,0.0,0.0,0.0000,0.3233,0.0000,0.0000,0.0,0.0,0.1600,29.5,69.0,54.4,0.470,0,0,0,0,,,,,,,529,904,,,,,HSF1_HUMAN___MCM2_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___MCM2_HUMAN,5,5,A,B,0.0000,0.0,0.0,0.0000,0.1512,0.0000,0.0000,0.0,0.0,0.1600,32.5,69.5,55.8,0.490,0,0,0,0,,,,,,,529,904,,,,,HSF1_HUMAN___MCM2_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___METK2_HUMAN,1,3,A,B,0.0000,0.0,0.0,0.0000,0.2544,0.0000,0.0000,0.0,0.0,0.1900,34.4,91.7,58.9,0.470,0,0,0,0,,,,,,,529,395,,,,,HSF1_HUMAN___METK2_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___METK2_HUMAN,2,5,A,B,0.0000,0.0,0.0,0.0000,0.2387,0.0000,0.0000,0.0,0.0,0.1800,36.3,91.9,60.1,0.470,0,0,0,0,,,,,,,529,395,,,,,HSF1_HUMAN___METK2_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___METK2_HUMAN,3,1,A,B,0.0000,0.0,0.0,0.0000,0.3246,0.0000,0.0000,0.0,0.0,0.1800,37.6,92.1,60.9,0.480,0,0,0,0,,,,,,,529,395,,,,,HSF1_HUMAN___METK2_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___METK2_HUMAN,4,2,A,B,0.0000,0.0,0.0,0.0000,0.1475,0.0000,0.0000,0.0,0.0,0.1600,36.4,92.8,60.5,0.470,0,0,0,0,,,,,,,529,395,,,,,HSF1_HUMAN___METK2_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___METK2_HUMAN,5,4,A,B,0.0000,0.0,0.0,0.0000,0.1291,0.0000,0.0000,0.0,0.0,0.1500,34.2,92.8,59.3,0.470,0,0,0,0,,,,,,,529,395,,,,,HSF1_HUMAN___METK2_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___PPM1G_HUMAN,1,3,A,B,0.0000,0.0,0.0,0.0000,0.4255,0.0215,0.0000,178.0,0.0,0.2300,33.4,62.4,48.1,0.410,4,160,0,0,75.1,97.1,96.6,,,,529,546,"[57,66,69,73]","[8,10-11,14,16,27,30,32-35,39,42,45,47,53-55,58-60,65,67-72,76,78-80,82-87,90-96,99-100,102,105,110-115,325,328-332,335-337,340-343,345-346,352-355,359,366-384,389-391,397-398,400-401,403,405-406,408-409,411,415-418,421,424,426-430,433,435,437,440,442-444,446-459,472,474-484,497-505]",,,HSF1_HUMAN___PPM1G_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___PPM1G_HUMAN,2,1,A,B,0.0192,21.5,0.4,0.0000,0.4228,0.0256,0.0143,154.0,3.0,0.2100,32.6,61.5,47.3,0.400,3,144,1,3,65.5,96.7,96.1,60.9,73.9,70.7,529,546,"[68-69,72]","[9-11,13-16,26-28,30,32,35,42-47,53-60,62-63,67-69,71-82,86,90,92-103,105,110,112-114,116,330-337,342-345,347,350-355,366,370,373-374,376-378,384,389,391-393,396-398,401-402,406,409,412,419,421,424,426,428-429,435,437-439,443-444,446,449-450,452-457,472-484,499-505]",[68],"[389,392-393]",HSF1_HUMAN___PPM1G_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___PPM1G_HUMAN,3,4,A,B,0.0000,0.0,0.0,0.0000,0.2818,0.0000,0.0000,0.0,0.0,0.1900,31.9,62.1,47.2,0.390,0,0,0,0,,,,,,,529,546,,,,,HSF1_HUMAN___PPM1G_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___PPM1G_HUMAN,4,2,A,B,0.0000,0.0,0.0,0.0000,0.3514,0.0000,0.0000,0.0,0.0,0.1900,33.4,62.8,48.3,0.400,0,0,0,0,,,,,,,529,546,,,,,HSF1_HUMAN___PPM1G_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___PPM1G_HUMAN,5,5,A,B,0.0000,0.0,0.0,0.0000,0.2510,0.0000,0.0000,0.0,0.0,0.1800,34.2,62.3,48.5,0.400,0,0,0,0,,,,,,,529,546,,,,,HSF1_HUMAN___PPM1G_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___ROA0_HUMAN,1,1,A,B,0.0000,0.0,0.0,0.0000,0.1586,0.0000,0.0000,0.0,0.0,0.1700,38.8,60.3,46.7,0.310,0,0,0,0,,,,,,,529,305,,,,,HSF1_HUMAN___ROA0_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___ROA0_HUMAN,2,4,A,B,0.0000,0.0,0.0,0.0000,0.1761,0.0000,0.0000,0.0,0.0,0.1600,37.2,59.2,45.2,0.300,0,0,0,0,,,,,,,529,305,,,,,HSF1_HUMAN___ROA0_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___ROA0_HUMAN,3,3,A,B,0.0000,0.0,0.0,0.0000,0.1487,0.0000,0.0000,0.0,0.0,0.1500,38.3,59.3,46.0,0.300,0,0,0,0,,,,,,,529,305,,,,,HSF1_HUMAN___ROA0_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___ROA0_HUMAN,4,2,A,B,0.0000,0.0,0.0,0.0000,0.1162,0.0000,0.0000,0.0,0.0,0.1500,39.6,60.5,47.2,0.290,0,0,0,0,,,,,,,529,305,,,,,HSF1_HUMAN___ROA0_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___ROA0_HUMAN,5,5,A,B,0.0000,0.0,0.0,0.0000,0.1146,0.0000,0.0000,0.0,0.0,0.1400,39.5,59.7,46.9,0.290,0,0,0,0,,,,,,,529,305,,,,,HSF1_HUMAN___ROA0_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___SFPQ_HUMAN,1,3,A,B,0.0000,0.0,0.0,0.0000,0.2460,0.0000,0.0000,0.0,0.0,0.1500,35.2,50.0,43.7,0.330,0,0,0,0,,,,,,,529,707,,,,,HSF1_HUMAN___SFPQ_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___SFPQ_HUMAN,2,5,A,B,0.0000,0.0,0.0,0.0000,0.2022,0.0000,0.0000,0.0,0.0,0.1500,35.8,49.5,43.6,0.330,0,0,0,0,,,,,,,529,707,,,,,HSF1_HUMAN___SFPQ_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___SFPQ_HUMAN,3,1,A,B,0.0000,0.0,0.0,0.0000,0.1352,0.0000,0.0000,0.0,0.0,0.1500,36.3,49.4,43.8,0.320,0,0,0,0,,,,,,,529,707,,,,,HSF1_HUMAN___SFPQ_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___SFPQ_HUMAN,4,2,A,B,0.0000,0.0,0.0,0.0000,0.1310,0.0000,0.0000,0.0,0.0,0.1500,37.1,49.1,44.0,0.320,0,0,0,0,,,,,,,529,707,,,,,HSF1_HUMAN___SFPQ_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___SFPQ_HUMAN,5,4,A,B,0.0000,0.0,0.0,0.0000,0.1689,0.0000,0.0000,0.0,0.0,0.1400,34.8,48.9,42.9,0.310,0,0,0,0,,,,,,,529,707,,,,,HSF1_HUMAN___SFPQ_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___BCLF1_HUMAN,1,2,A,B,0.1531,324.3,49.7,0.0154,0.7288,0.1308,0.1792,1267.0,83.0,0.2400,39.4,18.0,25.8,0.220,54,38,23,18,54.2,47.0,51.2,54.0,48.5,51.6,529,920,"[154,156-198,327-336]",[603-640],"[160-161,163-164,167-168,171-172,175,178,181-182,185-186,189,193,196-197,327-328,331-332,335]","[605,609,611-613,615-617,619-621,624,628,631-632,635-636,639]",HSF1_HUMAN___BCLF1_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___BCLF1_HUMAN,2,4,A,B,0.2051,218.6,44.8,0.0165,0.7651,0.1656,0.2540,838.0,57.0,0.2300,39.5,18.4,26.1,0.210,34,31,15,14,54.1,47.1,50.8,54.1,46.9,50.6,529,920,"[166-198,418]","[602-624,626-633]","[168,171-172,175,178-179,181-182,185-186,189-190,193,196-197]","[602,605,608-609,612-613,616-617,620-621,624,628,631-632]",HSF1_HUMAN___BCLF1_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___BCLF1_HUMAN,3,1,A,B,0.1318,134.2,17.7,0.0136,0.6454,0.0996,0.1743,487.0,37.0,0.2300,37.1,17.0,24.3,0.220,33,26,12,9,49.9,42.2,46.5,50.3,43.5,47.4,529,920,"[167-197,332-333]","[603-623,627-628,631-633]","[171,175,178,181-182,185-186,189-190,192-193,196]","[605,609,612-613,616-617,620-621,628]",HSF1_HUMAN___BCLF1_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___BCLF1_HUMAN,4,3,A,B,0.0326,7.5,0.2,0.0000,0.4977,0.0254,0.0419,14.0,4.0,0.2100,37.1,17.6,24.7,0.220,5,6,2,3,48.1,42.8,45.2,46.7,43.1,44.5,529,920,"[186,189-190,194,395]","[609-610,612-614,616]","[189,395]","[609-610,612]",HSF1_HUMAN___BCLF1_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___BCLF1_HUMAN,5,5,A,B,0.0571,31.4,1.8,0.0000,0.5686,0.0463,0.0704,58.0,17.0,0.2100,38.4,17.9,25.4,0.210,12,12,6,5,51.4,43.7,47.6,50.9,42.6,47.1,529,920,"[182-183,185-194]","[606-610,612-614,616-618,621]","[182,185-186,189-190,193]","[609,612-613,616,621]",HSF1_HUMAN___BCLF1_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___CPSF6_HUMAN,1,4,A,B,0.6886,1232.3,848.6,0.6832,0.9885,0.5928,0.8000,18520.0,82.0,0.3000,38.7,40.9,39.8,0.290,115,105,15,15,85.3,85.1,85.2,92.5,87.0,89.8,529,551,[10-124],[73-177],"[17-18,21,58-65,67-68,71-72]","[88-94,114,116,121-123,125,127,150]",HSF1_HUMAN___CPSF6_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___CPSF6_HUMAN,2,5,A,B,0.5284,1106.4,584.6,0.3564,0.9571,0.4083,0.6838,19430.0,63.0,0.2900,38.1,41.6,39.9,0.290,113,105,11,13,83.7,88.5,86.0,79.3,88.4,84.2,529,551,[11-123],[74-178],"[58,62-65,68,71-72,75,120,122]","[91-95,112-114,116,118-119,121,123]",HSF1_HUMAN___CPSF6_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___CPSF6_HUMAN,3,1,A,B,0.0000,0.0,0.0,0.0000,0.3214,0.0000,0.0000,0.0,0.0,0.1900,35.0,39.1,37.1,0.240,0,0,0,0,,,,,,,529,551,,,,,HSF1_HUMAN___CPSF6_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___CPSF6_HUMAN,4,2,A,B,0.0000,0.0,0.0,0.0000,0.3404,0.0000,0.0000,0.0,0.0,0.1500,37.4,43.5,40.5,0.220,0,0,0,0,,,,,,,529,551,,,,,HSF1_HUMAN___CPSF6_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___CPSF6_HUMAN,5,3,A,B,0.0000,0.0,0.0,0.0000,0.2247,0.0000,0.0000,0.0,0.0,0.1500,34.9,38.5,36.7,0.230,0,0,0,0,,,,,,,529,551,,,,,HSF1_HUMAN___CPSF6_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___HMGB1_HUMAN,1,5,A,B,0.0615,99.7,6.1,0.0131,0.4805,0.0512,0.0737,764.0,13.0,0.2800,39.5,68.8,48.0,0.280,87,13,10,4,89.1,38.5,82.5,82.0,39.4,69.8,529,215,"[15-39,41-81,97-117]",[192-204],"[16-18,61-63,65,68,71-72]","[195-196,199,203]",HSF1_HUMAN___HMGB1_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___HMGB1_HUMAN,2,4,A,B,0.2251,197.6,44.5,0.0238,0.7278,0.1923,0.2635,930.0,42.0,0.2600,39.1,62.4,45.8,0.270,14,71,7,15,42.5,76.8,71.2,44.0,80.1,68.6,529,215,[325-338],[8-78],"[326-328,331-332,334-335]","[19,22-23,26-27,30,44,48,52,55-60]",HSF1_HUMAN___HMGB1_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___HMGB1_HUMAN,3,1,A,B,0.0322,9.8,0.3,0.0000,0.3981,0.0275,0.0378,16.0,6.0,0.2000,40.0,68.7,48.3,0.260,2,14,2,5,44.6,82.9,78.1,44.6,79.6,69.6,529,215,[330-331],"[20,22-24,26-28,30,41-42,44-45,49,60]",[330-331],"[23,26-27,30,44]",HSF1_HUMAN___HMGB1_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___HMGB1_HUMAN,4,3,A,B,0.0000,0.0,0.0,0.0000,0.2985,0.0000,0.0000,0.0,0.0,0.1700,38.2,62.0,45.1,0.260,0,0,0,0,,,,,,,529,215,,,,,HSF1_HUMAN___HMGB1_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___HMGB1_HUMAN,5,2,A,B,0.0000,0.0,0.0,0.0000,0.2993,0.0000,0.0000,0.0,0.0,0.1500,40.3,67.1,48.0,0.240,0,0,0,0,,,,,,,529,215,,,,,HSF1_HUMAN___HMGB1_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___HNRPC_HUMAN,1,5,A,B,0.1174,114.4,13.4,0.0169,0.5613,0.1179,0.1169,436.0,30.0,0.1700,39.9,44.0,41.4,0.240,88,8,14,5,90.1,39.1,85.8,85.7,41.9,74.2,529,306,"[15-81,97-117]",[265-272],"[16-18,21,57,61-64,68-69,71-72,75]",[266-270],HSF1_HUMAN___HNRPC_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___HNRPC_HUMAN,2,1,A,B,0.0053,2.8,0.0,0.0000,0.3758,0.0096,0.0029,4.0,2.0,0.1600,37.9,42.9,39.7,0.240,1,4,1,2,56.7,57.9,57.7,56.7,54.9,55.5,529,306,[189],"[198,201,203,207]",[189],"[203,207]",HSF1_HUMAN___HNRPC_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___HNRPC_HUMAN,3,2,A,B,0.0507,17.4,0.9,0.0000,0.4409,0.0416,0.0619,76.0,4.0,0.1600,40.3,46.1,42.4,0.240,26,13,1,2,69.8,62.9,67.5,67.8,60.6,63.0,529,306,"[168-169,171-194]","[200-201,203,205-212,214-215]",[185],"[207,210]",HSF1_HUMAN___HNRPC_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_2_seed_000.pdb
HSF1_HUMAN___HNRPC_HUMAN,4,4,A,B,0.0000,0.0,0.0,0.0000,0.3012,0.0000,0.0000,0.0,0.0,0.1600,37.4,43.9,39.8,0.240,0,0,0,0,,,,,,,529,306,,,,,HSF1_HUMAN___HNRPC_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___HNRPC_HUMAN,5,3,A,B,0.0000,0.0,0.0,0.0000,0.3194,0.0000,0.0000,0.0,0.0,0.1400,37.5,40.6,38.6,0.230,0,0,0,0,,,,,,,529,306,,,,,HSF1_HUMAN___HNRPC_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___IF4A1_HUMAN,1,4,A,B,0.0000,0.0,0.0,0.0000,0.2082,0.0000,0.0000,0.0,0.0,0.2200,30.5,86.7,54.9,0.460,0,0,0,0,,,,,,,529,406,,,,,HSF1_HUMAN___IF4A1_HUMAN_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb
HSF1_HUMAN___IF4A1_HUMAN,2,1,A,B,0.0000,0.0,0.0,0.0000,0.2702,0.0000,0.0000,0.0,0.0,0.2100,34.0,84.8,56.1,0.440,0,0,0,0,,,,,,,529,406,,,,,HSF1_HUMAN___IF4A1_HUMAN_unrelaxed_rank_002_alphafold2_multimer_v3_model_1_seed_000.pdb
HSF1_HUMAN___IF4A1_HUMAN,3,5,A,B,0.0000,0.0,0.0,0.0000,0.1501,0.0000,0.0000,0.0,0.0,0.1700,33.9,86.4,56.7,0.440,0,0,0,0,,,,,,,529,406,,,,,HSF1_HUMAN___IF4A1_HUMAN_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_000.pdb
HSF1_HUMAN___IF4A1_HUMAN,4,3,A,B,0.0000,0.0,0.0,0.0000,0.1430,0.0000,0.0000,0.0,0.0,0.1600,32.5,86.8,56.1,0.460,0,0,0,0,,,,,,,529,406,,,,,HSF1_HUMAN___IF4A1_HUMAN_unrelaxed_rank_004_alphafold2_multimer_v3_model_3_seed_000.pdb
HSF1_HUMAN___IF4A1_HUMAN,5,2,A,B,0.0000,0.0,0.0,0.0000,0.1835,0.0000,0.0000,0.0,0.0,0.1800,34.3,81.0,54.6,0.330,0,0,0,0,,,,,,,529,406,,,,,HSF1_HUMAN___IF4A1_HUMAN_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb
